Sample,Fetal ECG,Annotation
0,0.00023801499085554867,N
1,0.0015736557328529064,N
2,0.0027727504645037628,N
3,0.0037190503058544397,N
4,0.004319881134702437,N
5,0.0045143288938346866,N
6,0.004278007694544131,N
7,0.0036240441443208407,N
8,0.002600377994482289,N
9,0.0012838802099479256,N
10,-0.00022791196815900684,N
11,-0.001826454027552357,N
12,-0.003402177095705448,N
13,-0.004853759164340635,N
14,-0.006095809055394051,N
15,-0.0070643612261907076,N
16,-0.007719918019287087,N
17,-0.008048104808110816,N
18,-0.008058253186307662,N
19,-0.007780361320396464,N
20,-0.0072609057363005455,N
21,-0.006557935853719979,N
22,-0.005735821348261715,N
23,-0.004859976470455918,N
24,-0.003991861898269717,N
25,-0.0031845518440819054,N
26,-0.002479135653099847,N
27,-0.001902187703718321,N
28,-0.001464482707313999,N
29,-0.001161055347486748,N
30,-0.000972605775254888,N
31,-0.0008681420678485036,N
32,-0.0008086391059637196,N
33,-0.0007513953694342601,N
34,-0.0006546998194213765,N
35,-0.000482391961338003,N
36,-0.0002079124996803432,N
37,0.0001825086142212441,N
38,0.0006878093878583445,N
39,0.0012913979294249599,N
40,0.0019619029886170213,N
41,0.0026553621094283523,N
42,0.0033187055919262467,N
43,0.003894260190644879,N
44,0.004324881652655016,N
45,0.0045592515685771474,N
46,0.004556853837111748,N
47,0.004292179305343987,N
48,0.0037577829882882463,N
49,0.0029659206113055304,N
50,0.0019486067611442146,N
51,0.0007560590693691147,N
52,-0.0005463817659876449,N
53,-0.0018826439187261499,N
54,-0.0031713078225341185,N
55,-0.004331577683319637,N
56,-0.005289385446912627,N
57,-0.005983147483531158,N
58,-0.006368696770763025,N
59,-0.006422948006432739,N
60,-0.006145928663780253,N
61,-0.0055609286995698705,N
62,-0.004712680236008766,N
63,-0.00366366362482361,N
64,-0.002488827391704154,N
65,-0.001269180170803659,N
66,-8.483888122076485e-05,N
67,0.0009918154231984687,N
68,0.0019022201335928608,N
69,0.0026063614419249304,N
70,0.003085688062232922,N
71,0.0033439245885352226,N
72,0.0034057189227249696,N
73,0.003313287864172239,N
74,0.0031214345451464867,N
75,0.0028914716306757634,N
76,0.0026846763104724017,N
77,0.002555922749646938,N
78,0.0025480932833649725,N
79,0.002687776580719695,N
80,0.0029826340022643836,N
81,0.0034206638539064035,N
82,0.003971422779072413,N
83,0.0045890822176055494,N
84,0.005217020991090986,N
85,0.00579350263137301,N
86,0.0062578758672030554,N
87,0.006556680634612944,N
88,0.006649046750093668,N
89,0.006510840360105586,N
90,0.006137141389711831,N
91,0.005542812123719866,N
92,0.004761121549511846,N
93,0.0038405943804879915,N
94,0.0028404308445513825,N
95,0.0018249740345819532,N
96,0.0008577771118957175,N
97,-4.156602262811831e-06,N
98,-0.0007154171936557031,N
99,-0.0012460484736944546,N
100,-0.0015838778991429368,N
101,-0.001735121768848137,N
102,-0.00172323984090608,N
103,-0.001586178833354658,N
104,-0.001372290983645513,N
105,-0.0011353305173757292,N
106,-0.0009290103507556446,N
107,-0.0008016396040310059,N
108,-0.0007913555278277232,N
109,-0.0009224077540768002,N
110,-0.00120285042483142,N
111,-0.001623858390221546,N
112,-0.0021607215818112008,N
113,-0.0027754031691753596,N
114,-0.0034203903259008477,N
115,-0.004043439675611919,N
116,-0.004592736507005665,N
117,-0.005021953680648483,N
118,-0.005294713536169313,N
119,-0.005388022928829658,N
120,-0.005294363276402463,N
121,-0.00502226240905848,N
122,-0.004595334203838762,N
123,-0.004049924178607033,N
124,-0.003431626118823727,N
125,-0.0027910244121334307,N
126,-0.0021790643398506373,N
127,-0.001642460322178524,N
128,-0.00121952769200058,N
129,-0.0009367764938765754,N
130,-0.0008065431226437674,N
131,-0.0008258601208830529,N
132,-0.0009766763607254203,N
133,-0.0012274403272248327,N
134,-0.0015359528450993093,N
135,-0.0018532892780474006,N
136,-0.0021284915034694763,N
137,-0.0023136420220949577,N
138,-0.0023688632439989392,N
139,-0.002266747183351901,N
140,-0.0019957321771748885,N
141,-0.0015620169021250485,N
142,-0.000989737012939144,N
143,-0.0003193097861350836,N
144,0.0003959494622062495,N
145,0.001094647483777583,N
146,0.0017131234892716098,N
147,0.002191696467341417,N
148,0.002480743856105538,N
149,0.002546011908968047,N
150,0.0023726204992954246,N
151,0.001967336972099077,N
152,0.0013588448665267686,N
153,0.0005959133732488176,N
154,-0.00025642888346869323,N
155,-0.0011224111934383673,N
156,-0.001922239920366356,N
157,-0.002579383574808267,N
158,-0.003027700155688113,N
159,-0.00321767159790593,N
160,-0.003121085787728951,N
161,-0.002733666237354584,N
162,-0.0020753715451536413,N
163,-0.0011883375192186347,N
164,-0.0001326812828721544,N
165,0.0010193951882327818,N
166,0.0021905912636998033,N
167,0.0033058588890659737,N
168,0.004299353709815647,N
169,0.005120262130883137,N
170,0.00573690203339783,N
171,0.006138686500311939,N
172,0.00633578150759331,N
173,0.006356550362900526,N
174,0.00624312390848629,N
175,0.006045633850515739,N
176,0.005815777107718674,N
177,0.005600434829090592,N
178,0.005436050797983726,N
179,0.005344383159407003,N
180,0.005330087360499,N
181,0.0053803801941293425,N
182,0.00546679636385164,N
183,0.0055488085950693425,N
184,0.005578871485383333,N
185,0.0055082958391490106,N
186,0.005293282398324644,N
187,0.004900447689737326,N
188,0.004311254030807502,N
189,0.0035248942052683824,N
190,0.0025593569852206586,N
191,0.0014505910017814407,N
192,0.00024987357045254356,N
193,-0.000980337571345377,N
194,-0.002171653569509309,N
195,-0.003255597791307821,N
196,-0.004169499558162038,N
197,-0.004861910736749173,N
198,-0.005297079534602462,N
199,-0.005458115304718273,N
200,-0.005348604986334394,N
201,-0.004992581279276269,N
202,-0.004432877945876345,N
203,-0.0037280257258680244,N
204,-0.0029479368335060415,N
205,-0.0021686960391467005,N
206,-0.0014668248773538034,N
207,-0.0009134172325637466,N
208,-0.0005685622045205207,N
209,-0.00047647121119427416,N
210,-0.0006617032510566592,N
211,-0.0011268269190380673,N
212,-0.0018517654806994679,N
213,-0.0027949439019804177,N
214,-0.0038962051305255394,N
215,-0.005081305544930644,N
216,-0.006267654462439288,N
217,-0.007370841660524434,N
218,-0.008311408014217956,N
219,-0.009021267549660641,N
220,-0.009449195843220303,N
221,-0.009564866530182133,N
222,-0.009361042648319181,N
223,-0.008853701602260148,N
224,-0.008080073586044182,N
225,-0.007094781079249225,N
226,-0.005964459352386439,N
227,-0.004761396100183676,N
228,-0.003556836922324526,N
229,-0.002414648308373116,N
230,-0.0013859998836854167,N
231,-0.0005056191234094485,N
232,0.0002100087932421897,N
233,0.0007623572610772931,N
234,0.001168608270088313,N
235,0.0014577927697596862,N
236,0.001665861815495349,N
237,0.0018303336055575737,N
238,0.001985179721948195,N
239,0.0021565497627422186,N
240,0.0023597995392416822,N
241,0.0025981049574212967,N
242,0.002862737087852499,N
243,0.0031348688973311476,N
244,0.0033886056373869985,N
245,0.0035948035876978666,N
246,0.003725182666497393,N
247,0.003756248345586382,N
248,0.0036726036988887637,N
249,0.0034693347383429694,N
250,0.0031532757953031793,N
251,0.0027430938841315447,N
252,0.0022682589489470203,N
253,0.001767077520353161,N
254,0.0012840494338213035,N
255,0.0008668534341410009,N
256,0.0005632741943439587,N
257,0.00041835083103452196,N
258,0.0004719597836430492,N
259,0.0007569517270735925,N
260,0.0012978568729158958,N
261,0.0021100743171770455,N
262,0.0031993888241494965,N
263,0.0045616271182776485,N
264,0.006182280151718624,N
265,0.008035972442361095,N
266,0.010085741314007515,N
267,0.012282181758267027,N
268,0.014562602942798299,N
269,0.016850420513730435,N
270,0.019055067379976337,N
271,0.02107273714680375,N
272,0.02278827118775357,N
273,0.02407845534426634,N
274,0.02481689863258223,N
275,0.024880520099853955,A
276,0.024157476198096002,N
277,0.02255613840790868,N
278,0.020014508972140025,N
279,0.016509275626215666,N
280,0.012063586403210627,N
281,0.006752596965784369,N
282,0.0007059182312914842,N
283,-0.005893724497020974,N
284,-0.01281602190628387,N
285,-0.019792827879943787,N
286,-0.026531728466986464,N
287,-0.03273261607748893,N
288,-0.03810608354171911,N
289,-0.04239218471637012,N
290,-0.04537798234903495,N
291,-0.0469123465977367,N
292,-0.04691668277712728,N
293,-0.045390632880058554,N
294,-0.04241226875186407,N
295,-0.03813281606394512,N
296,-0.032766449372749806,N
297,-0.026576114580240378,N
298,-0.01985661885109618,N
299,-0.012916360407294686,N
300,-0.006059060885308892,N
301,0.00043325963307870385,N
302,0.006315023401579727,N
303,0.011388751997081122,N
304,0.01551310139886543,N
305,0.018607000863193376,N
306,0.02064987425526446,N
307,0.021678155920489495,N
308,0.021778521800009658,N
309,0.021078435400301014,N
310,0.0197347508158691,N
311,0.017921212832795335,N
312,0.01581573883418559,N
313,0.013588353553857605,N
314,0.011390575529186287,N
315,0.0093469286504704,N
316,0.00754908288197997,N
317,0.006052926007608704,N
318,0.004878644611062798,N
319,0.004013660685454728,N
320,0.003418046015694791,N
321,0.0030318375415606166,N
322,0.002783523397318082,N
323,0.0025988828532119783,N
324,0.002409360883138191,N
325,0.002159243028792932,N
326,0.0018110551345873833,N
327,0.0013488186299289873,N
328,0.0007790125913811775,N
329,0.00012929933942727674,N
330,-0.0005547565387543325,N
331,-0.001214608302815015,N
332,-0.001784813185086328,N
333,-0.002199736993895811,N
334,-0.002400293560700218,N
335,-0.002340146900147839,N
336,-0.001990864173159624,N
337,-0.0013456056677876658,N
338,-0.0004210582696180181,N
339,0.0007425506753317954,N
340,0.002083387496600157,N
341,0.0035217869302632252,N
342,0.004965626915408494,N
343,0.006316936819374946,N
344,0.007479258094964375,N
345,0.008365181757586632,N
346,0.008903425977651572,N
347,0.009044806947796268,N
348,0.008766512277589393,N
349,0.008074215042208194,N
350,0.007001761976780607,N
351,0.0056084123967368605,N
352,0.0039738668275198005,N
353,0.0021915706396690013,N
354,0.0003609703682109269,N
355,-0.001420492279112293,N
356,-0.003064856480176801,N
357,-0.004499885233627519,N
358,-0.005673538543564763,N
359,-0.006556356243839771,N
360,-0.00714166387617419,N
361,-0.007443738429653871,N
362,-0.007494262573082431,N
363,-0.007337543084665593,N
364,-0.007025061254385517,N
365,-0.0066099503576134136,N
366,-0.006141953921680693,N
367,-0.005663317054994568,N
368,-0.005205922159580987,N
369,-0.0047898244285360745,N
370,-0.004423191691381411,N
371,-0.004103520345091697,N
372,-0.003819892319337679,N
373,-0.0035559616136586936,N
374,-0.0032933135913657896,N
375,-0.003014825741910627,N
376,-0.0027076763908350132,N
377,-0.0023656971421097813,N
378,-0.001990838414472324,N
379,-0.0015936046616756997,N
380,-0.001192409926579501,N
381,-0.0008119029761777577,N
382,-0.00048041072104657565,N
383,-0.0002267399365428193,N
384,-7.664855581258708e-05,N
385,-4.9339531979968604e-05,N
386,-0.00015433892297103425,N
387,-0.00038909758369774967,N
388,-0.0007376069378766532,N
389,-0.0011702459981878773,N
390,-0.0016449793848749808,N
391,-0.002109907162604941,N
392,-0.002507034765483699,N
393,-0.002776997941016818,N
394,-0.0028643596008398084,N
395,-0.0027230088862474624,N
396,-0.002321149995421313,N
397,-0.0016453764351035186,N
398,-0.0007033875074204527,N
399,0.000474985362576883,N
400,0.0018386243254431534,N
401,0.003317849849052658,N
402,0.004828851002687436,N
403,0.006279482322815456,N
404,0.007575958798763898,N
405,0.00862990170586203,N
406,0.009365161828593316,N
407,0.009723864765172294,N
408,0.009671177781961762,N
409,0.009198388423488083,N
410,0.008324013351235887,N
411,0.0070928165653586115,N
412,0.005572794477080865,N
413,0.0038503611767929822,N
414,0.002024121771816572,N
415,0.00019774089443664634,N
416,-0.0015275116528903965,N
417,-0.0030599314488434946,N
418,-0.0043236877152846255,N
419,-0.005263770142447868,N
420,-0.005849198485605346,N
421,-0.006074273862404028,N
422,-0.0059578199774225245,N
423,-0.005540529446200077,N
424,-0.004880682324948387,N
425,-0.004048632678676927,N
426,-0.00312055693081644,N
427,-0.002172015810941605,N
428,-0.0012718923810668978,N
429,-0.0004772289267850387,N
430,0.00017060317606649428,N
431,0.0006480992927658476,N
432,0.000950048626914858,N
433,0.0010882420755715817,N
434,0.0010886881120896433,N
435,0.0009877109975393386,N
436,0.0008274024184518831,N
437,0.0006509347026464695,N
438,0.0004982219737763528,N
439,0.0004023428818841625,N
440,0.0003870259621969793,N
441,0.0004653590000418749,N
442,0.0006397324460847292,N
443,0.0009028824882784055,N
444,0.001239780531810765,N
445,0.001630036340670557,N
446,0.002050448538286139,N
447,0.002477349597331185,N
448,0.0028884503591947775,N
449,0.0032639855122058663,N
450,0.003587086076428483,N
451,0.003843442720834795,N
452,0.004020454141900951,N
453,0.00410615242816637,N
454,0.004088237952500526,N
455,0.003953527489191445,N
456,0.003688028872820364,N
457,0.0032777285078577374,N
458,0.0027100429908309886,N
459,0.0019757642276736,N
460,0.001071232309364491,N
461,4.133983524788761e-07,N
462,-0.001223448769325366,N
463,-0.002576893629678512,N
464,-0.004026204316535878,N
465,-0.00552831564947758,N
466,-0.007032560690388785,N
467,-0.00848301007468556,N
468,-0.009821077005513905,N
469,-0.010988055755574551,N
470,-0.011927331998790201,N
471,-0.012586130209500584,N
472,-0.01291681607911179,N
473,-0.01287791594929217,N
474,-0.012435119249292591,N
475,-0.01156256931655294,N
476,-0.010244707443507193,N
477,-0.008478811967652433,N
478,-0.006278182520787002,N
479,-0.0036756899232896763,N
480,-0.0007271884933928571,N
481,0.002485881270682278,N
482,0.0058554431828254025,N
483,0.00924798288400919,N
484,0.012508514313262449,N
485,0.01546755986031894,N
486,0.017951033955034026,N
487,0.01979252054266218,N
488,0.020847030656878967,N
489,0.02100496854948155,A
490,0.020204790109990448,N
491,0.018442774169673926,N
492,0.01577849013281636,N
493,0.012334933633144994,N
494,0.008292867200219127,N
495,0.0038795622305783173,N
496,-0.000647205802885553,N
497,-0.005018497824282101,N
498,-0.008975085290931188,N
499,-0.012287873336596247,N
500,-0.01477592123297516,N
501,-0.01632033996260058,N
502,-0.01687274702248853,N
503,-0.01645749185685286,N
504,-0.01516748645109523,N
505,-0.013154124128381347,N
506,-0.01061237121903809,N
507,-0.0077625950529155,N
508,-0.004830985575468927,N
509,-0.0020305018048232338,N
510,0.0004558719895056713,N
511,0.0024881092378608994,N
512,0.003977377518724659,N
513,0.004889075054792061,N
514,0.005240748485035176,N
515,0.005095454725518567,N
516,0.00455151792056275,N
517,0.0037299048051413044,N
518,0.002760587795713986,N
519,0.0017692781540848712,N
520,0.0008657897314745202,N
521,0.00013504899588754767,N
522,-0.00036857080849132183,N
523,-0.0006233017933441863,N
524,-0.0006385218928431825,N
525,-0.00045023635358672876,N
526,-0.00011422705573381935,N
527,0.00030222908326310463,N
528,0.0007291059613618611,N
529,0.0011019106295911143,N
530,0.0013687004997379301,N
531,0.0014952224197117973,N
532,0.0014677851959266656,N
533,0.001293715307196999,N
534,0.0009994809450346953,N
535,0.0006267882246160374,N
536,0.00022713972100084226,N
537,-0.00014451735253963945,N
538,-0.0004363515138702011,N
539,-0.000605709876551659,N
540,-0.0006240443785895657,N
541,-0.00048019400477374935,N
542,-0.00018169848779124405,N
543,0.00024596763071419483,N
544,0.0007621326724982803,N
545,0.0013153281863347774,N
546,0.001848876342252877,N
547,0.0023070667630911666,N
548,0.0026412566712725005,N
549,0.0028152234528268484,N
550,0.0028091675552906533,N
551,0.002621908928784453,N
552,0.002271030260232179,N
553,0.0017909654758270842,N
554,0.0012292719551852736,N
555,0.0006415232062567426,N
556,8.539434252882708e-05,N
557,-0.0003854203107697859,N
558,-0.0007268175431362459,N
559,-0.0009088444558259918,N
560,-0.0009187435580036701,N
561,-0.000762182901970369,N
